Cd_conta	Descricao	Tipo_conta	Vl_saldo	Cd_contabil_con	Dt_fluxo	Vl_dia_1	Vl_dia_2	Vl_dia_3	Vl_dia_4	Vl_dia_5	Vl_dia_6	Vl_dia_7	Vl_dia_8	Vl_dia_9	Vl_dia_10	Vl_dia_11	Vl_dia_12	Vl_dia_13	Vl_dia_14	Vl_dia_15	Vl_dia_16	Vl_dia_17	Vl_dia_18	Vl_dia_19	Vl_dia_20	Vl_dia_21	Vl_dia_22	Vl_dia_23	Vl_dia_24	Vl_dia_25	Vl_dia_26	Vl_dia_27	Vl_dia_28	Vl_dia_29	Vl_dia_30	Rateio	Prefixo_rateio	Ativo	Cd_historico	Cd_tipo_de_paga	Usuario_modific	Usuario_criacao	Sessao	Dt_modificacao	campo46	campo47	campo48	campo49	campo50	campo51	campo52	campo53	campo54	campo55	campo56	campo57	campo58	campo59	campo60	campo61	campo62	campo63	campo64	campo65	usrcont1	usrcont2	usrcont3	usrcont4	usrcont5
203002	IPI                                     	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
203003	IRRF                                    	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
203004	PIS                                     	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
203005	COFINS                                  	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
203006	ISS                                     	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
203007	Simples Nacional                        	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	0	   	  	   	   	54553	2014-06-16 00:00:00.000	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
2040  	DESPESAS FINANCEIRAS                    	S	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
204001	Juros Pagos                             	A	0	5401    	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
204002	Descontos Concedidos                    	A	0	5428    	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
204003	Multa Paga                              	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
204004	Tarifas Bancarias                       	A	0	5398    	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
204005	Emprestimo Financeiro                   	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
204006	IOF                                     	A	0	5681    	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
204007	IR Financeiro                           	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
2050  	RETENCOES                               	S	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
205001	Retencao PIS                            	A	0	1581    	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
205002	Retencao COFINS                         	A	0	1581    	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
205003	Retencao CSLL                           	A	0	1581    	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
205004	Retencao IRF                            	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
205005	Retencao INSS                           	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
205006	Retencao ISSQN                          	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
205007	Retencao PIS/COFINS/CSLL                	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	0	   	  	   	   	60725	2014-06-16 00:00:00.000	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
205008	Retencao PAES                           	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	0	   	  	   	   	54702	2014-06-16 00:00:00.000	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
2060  	PATRIMONIAIS                            	S	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
206001	Compra Bens do Ativo Imobilizado        	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
2070  	DEVOLUCOES DE VENDAS                    	S	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
207001	Devolucoes de Vendas                    	A	0	2887    	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
30    	ADIANTAMENTOS                           	T	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
3001  	ADIANTAMENTOS RECEBIDOS                 	S	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
300101	Adiantamento de Clientes                	A	0	1732    	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
3002  	ADIANTAMENTOS PAGOS                     	S	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
300201	Adiantamentos a Fornecedores            	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
300202	Adiantamentos de Viagens                	A	0	302     	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
300203	Adiantamento de Salarios                	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
80    	DESCONTO DE DUPLICATAS                  	T	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
8001  	DESCONTO DE DUPLICATAS                  	S	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
800101	Desconto Banco do Brasil                	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	0	   	  	   	   	60886	2014-06-16 00:00:00.000	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
800102	Desconto Banrisul                       	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	0	   	  	   	   	60886	2014-06-16 00:00:00.000	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
90    	TRANSFERENCIAS                          	T	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
9001  	TRANSFERENCIAS PAGAS/RECEBIDAS          	S	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
900101	Transferencias Financeiras              	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
900102	Outras Transferencias                   	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
900103	Retirada Particular                     	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
900104	Aplicacao Financeira                    	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
900105	Resgate de Aplicacao                    	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
900106	Remessa/Retorno Ativo Imobilizado       	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
900199	Outras Entradas/Saidas                  	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
999901	Saldo Inicial                           	A	0	        	NULL	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	                         	1	   	  	   	   	0	NULL	NULL	NULL	NULL	NULL	      	      	      	      	 	 	 	  	  	  	   	   	   	0	0	0	                    	                    	                    	NULL	0
